comment_text,toxic,obscene,threat,insult,identity_hate
aakha nikalera guchha khelam ?,1,0,1,0,0
aakha nikalera guchha kheldinchu hai hos garera bol,1,0,1,1,0
tah nakarmauli randi tero kaal le talai chitai bolaye jasto cha,1,1,1,0,0
kaal le talai chitai bolaye ,1,0,1,1,0
kaal le bolayo,1,0,1,1,0
talai kaal le bolayo kiyau marna matra khojxas tah,1,0,1,0,0
khojchas,1,0,1,0,0
tero lagi mero auta haat nai kaffi cha talai xinauna,1,0,1,1,0
xinauna ,1,0,1,0,0
vala nai vala  ropdim tero pet ma,1,0,1,0,0
vala,0,0,0,0,0
vala nai vala,0,0,0,0,0
tero pet ma,1,0,0,0,0
pet,0,0,0,0,0
bhudey,0,0,0,1,1
sala bhudey katro pet lageko ho sungur jasto fuli sakichas,1,0,0,1,1
yo dhamira harle clz khai sakey,1,0,0,1,1
sungur mukhey tero mukh ni sungur ko jasto cha,1,0,0,1,0
bhai  yr garo parcha ni yasari tah,0,0,0,0,0
tero aukat ma basera kura gar sala garib garib bhayera dhani jasto saan dekhauna nakhoj,1,0,1,1,1
kina kindinu paryo ma ni kamauchu ma ni kamauna sakchu,0,0,0,0,0
tero bau le kindiyo rada ban fon rakh,1,1,1,1,1
nakharmauli  haruko biswas garnu hudaena,1,0,0,1,0
nakharmauli ko sanga maski ra holi ,1,0,0,1,0
tesley malai marney dhamki diyeko cha,1,0,1,0,0
marney,0,0,1,0,0
marne,0,0,1,0,0
dhamki,1,0,1,0,0
daar lagi racha tesko dhamki dekhi,1,0,1,0,0
anmol,0,0,0,0,0
anmol muji chakka jhatta geda chus muji,0,0,0,0,0
geda chus,1,1,1,1,1
geda ,1,1,1,0,0
chus ,1,1,0,0,0
chor,1,0,1,0,0
daka,1,0,0,1,1
terima khate,1,0,0,1,1
tah jasto ta maile kailei dekhya thina,1,0,0,1,0
oi fata,1,0,0,1,1
oi fata keta,1,0,0,1,1
oi fata keti,1,0,0,1,1
oi naramro manxe,1,0,0,1,0
oi dhoti,1,0,0,1,1
dhoti sala,1,0,0,1,1
talai chimre,1,0,0,1,1
sala pahadiya,1,0,0,1,1
yo tarikale ta bhai tah kailei ubho lagdainas,1,0,1,0,0
bhai esto parale ta hudaina hau,0,0,0,0,0
taile padhna parxa bhai esari duku lanthak vayera kaile samma hinxas,0,0,0,1,1
dher dher batho nahu hai bhai,1,0,0,0,0
masala khali error code dinxa,1,0,0,0,0
ma saga aba kaam garne himmat xaina,1,0,0,0,0
mero din nai kharab vaisako,1,0,0,0,0
mero jindagi kharab vaisako,1,0,0,0,0
mero ta yo saal nai kharab vayo,1,0,0,0,0
mero ta yo semester nai kharab bhayo,1,0,0,0,0
kharab,0,0,0,0,0
mero ta sabai mehenat nai kharab vayo,1,0,0,0,0
sala jindagi bigardis taile mero,1,1,0,1,0
mero kaam garda gardai aaja laptop bigriyo ,0,0,0,0,0
mero ghar ko batti nai bigriyo,1,0,0,0,0
tero anuhar ta kasto condo jasto,1,1,0,1,0
tah jasto putimukhe manxe ta kahi dekhya thina,1,1,0,1,1
esto tarikale tah kaile ubho lagxas keta,1,0,0,1,0
nepal ta ajhai khattam hudai xa,1,0,0,0,0
desh ko awastha estai xa k garnu,0,0,0,0,0
malai ta desh samjhida birakkta lagera aauxa,1,0,0,0,0
timro kura le ta malai birakta lagxa yaar,1,0,0,0,0
taile jindagi ma kei garna sakdainas ,1,0,0,1,0
ta jasto khattam manche ta maile koi dekhya thena,1,0,0,1,0
tw ta janminu pani pap hoo,1,0,0,1,1
tw jati na marda koi chaina ,1,0,0,1,1
k ho kura garxas dherai,1,0,0,0,0
dherai janne na ho hai,1,0,1,1,0
dherai janne bhako ramro pani haina hai,1,0,0,1,0
k garxau ta aba testai cha,1,0,0,0,0
hyaa ,1,0,0,0,0
hyaa k saro lang gareko ko,1,0,0,1,0
lang na gar na ,1,0,0,1,0
lang na hana na,1,0,0,1,0
kati lang lang gareko ,1,0,0,1,0
last jotko raicha yar,1,0,0,0,0
jot ko kura garda pani wakka lagcha hau,1,0,0,0,0
ma ta last alchi bhaye,1,0,0,0,0
ma ta saro khattam bhaye,1,0,0,0,0
lang lange muji,1,0,0,1,0
khiyase,1,0,0,1,1
chor ko anuhar parya manche,1,0,0,1,1
kati saro janne hunchas ta ,1,0,0,1,0
dherai batho na hu hai,1,0,1,1,0
tmro ama le sochna ni saknu hunna hola mero barema,1,0,0,0,0
talai k lagcha  tah afu matra janne hos,1,0,0,1,0
ta pahade bahun katho lobi dherai janne hunchas tw tero afnai desh ma ja,1,0,1,1,1
chettri bahun kaha ko bidesh ko,1,0,0,1,1
dalit alik para bas mali na cho,1,0,0,1,1
ta kale hapse dadeko thuto jastai chas,1,0,0,1,1
k saro kalo ho yo,1,0,0,1,1
her na tyo manche lai kasto kalo herdai ghin lagdo,1,0,0,1,1
cha chya chaya mug dhoyera aija ja,1,0,0,1,1
ta pahadiya madesh ma ayera hami lai hepi haleko cha,1,0,0,1,1
ta dhoti tero desh mai ja ,1,0,0,1,1
ta madeshi bhaiya janne na hos,1,0,0,1,1
ta mula mangol tero nak khoi,1,0,0,1,1
oe gurung tero akha ta chiana ta,1,0,0,1,1
sala bhate bhat matra khanxas,1,0,0,1,0
desi haru sarai lobi hunchan,1,0,0,1,1
malai 1 korod daijo des bhane matra bihe garchu,1,0,1,1,0
malai daijo jasari ni chayeo,1,0,0,1,0
geda,1,1,0,1,0
gulla,1,1,0,1,0
kasaile kehi khiyasna sakdaina,1,0,0,1,0
khiyasna,1,0,0,1,0
kando,1,1,0,1,0
tero kalo  kando,1,1,0,1,0
tero lado katera sex toy banauchu hos gaar hai bhai,1,1,1,1,1
kulat,1,0,0,0,0
theo ramey kulat ma fasecha,1,0,0,1,0
fasecha,1,0,1,0,0
malai wakka lagisakyo yr,1,0,0,1,0
mero lagi tme bahek ko chara ,0,0,0,0,0
tero haat katera faldim,1,0,1,0,0
tero haat ma injection lagaidim,0,0,0,0,0
yo newar jati sabai estai buddhi navaka hunxan ki k ho,1,0,0,1,1
sala lobhi newar k saro kanjus vako tah,1,0,0,1,1
jyapu mugi khali rakshi khayo basyo,1,0,0,1,1
tah jasto newar le ta ma xoko ni khanna,1,0,0,1,1
ma ta yo damai le xoko pani ni khanna,1,0,0,1,1
ma ta yo kami le xoko pani ni khanna,1,0,0,1,1
ma jasto suddha bahun lai tah axut le xunxas ,1,0,0,1,1
sala dhoti tero dhoti khuskaidinxu,1,0,0,1,1
tero kalo lado katdinxu mugi dhoti,1,0,0,1,1
thukka mugi bahun tapare bahun,1,0,0,1,1
tapare bahun,1,0,0,1,1
thukka lobhi bahun,1,0,0,1,1
mongol ko buddhi gu khana gako xa,1,0,0,1,1
gu kha,1,0,0,1,0
tah bokshi lai gu kochyauxu ma,1,0,1,1,1
tero mukh ma mutidinxu ma,1,0,1,1,1
talai gu ra muut misayera coktail banara khwaidinxu,1,0,1,1,1
niu khojya ho taile,1,0,0,1,0
single single vidne ho sala aaija,1,0,1,0,0
sala ma sanga tah niu khojxas,1,0,1,1,0
ma jasto manxe lai paunu tero vagya ho,1,0,0,0,0
 ma jasto keta ta tah khojera ni paudinas,1,0,0,0,0
upachar gardena bhandapano upachar garauna jani bebakuff ho aandha haru,1,0,0,0,0
kp ko sakti kada dekhiyo,0,0,0,0,0
uha ko ho ma chindina kanda machayexan uhale pan,1,0,0,1,0
thukka mula,1,0,0,1,0
thukka khatey talai ma xoddina,1,0,1,1,0
tah ra ma sangai jana parxa tadha samma,0,0,0,0,0
malai yo manparyo,0,0,0,0,0
malai yo manparena,0,0,0,1,0
malai timro anuhar maan paryo,0,0,0,0,0
k khana mero aagadi aayera baseko,1,0,0,1,0
aile aayera malai timi thik lagna xodyo hai,1,0,0,1,0
geda jasto kura nagara hai,1,0,0,1,0
tero ghati katdiu,1,0,1,0,0
tero ghati retdiu,1,0,1,0,0
talai ma katera faldinxu,1,0,1,0,0
teska gharka rag rag,1,0,1,0,0
tah jasto murkha manxe ta dekhekai thinxa,1,0,0,1,1
tah mugi ranmati ko poi,1,0,0,1,1
tah lai ma katera faldinxu ani tha pauxas,1,0,1,0,0
talai ma chakku le katera faldinxu,1,0,1,0,0
talai ma jalaidinxu,1,0,1,0,0
talai ma badhera ago laidinxu,1,0,1,0,0
talai ma jalayera faldinxu,1,0,1,0,0
talai ma giddim,1,0,1,0,0
talai ma katdinxu,1,0,1,0,0
talai ma katxu,1,0,1,0,0
katdim,1,0,1,0,0
kataidim,1,0,1,0,0
tero tauko katera devi lai bali chadaidinxu,1,0,1,0,0
retidim,1,0,1,0,0
ghati retidim tero sala,1,0,1,0,0
chakku xiraidinxu tero pet ma aile,1,0,1,0,0
bhala ropdinxu aile ani tha pauxas,1,0,1,0,0
marxas aba tah bhai,1,0,0,1,1
anmol muji xakka gayera lado chus muji,1,0,0,1,0
santosh le dhoka khaayexa,1,0,0,1,0
tyo keti le xodera gaixe,1,0,0,1,0
santos le gulla khayo,1,1,0,1,1
tah saga k haisiyat xa ra ma saga kura garna aais,1,0,0,1,0
yo keti ta besiya vaixe,1,1,0,1,1
besya po raixan yaha ta,1,1,0,1,1
tyo besya le malai herirakheki xe,1,1,0,1,1
kaam kuro kaibed kukurlai naibed,0,0,0,1,0
kasto sanga ma kura gardina aba,1,0,0,1,0
ma tero kura sunera hapyak vaisake,1,0,0,1,0
kasto giddi gareko timile,1,0,0,1,0
mero dimag nakhau ta timi,1,0,0,1,0
khana khana jane bela vayena tero,0,0,0,0,0
ek din ta jane ho sansar xodera,0,0,0,0,0
malai yo kura maan parera,0,0,0,0,0
timi malai ekdam maan parxa,1,0,0,1,0
timro kura sunera mero dimag tatisako,1,0,0,1,0
dimag tataune kura nagara ta yaar ma saga,1,0,0,1,0
esto lyang gareu ki timile kurai xoddeu,1,0,0,1,0
tah muji lai ghopto parera chikdinxu,1,1,1,1,1
malai tah sanga yo kura garnu nai xaina,1,0,0,1,0
timi kasto j pai tei kura garxau yaar,1,0,0,1,0
yo desh ma basera kei hune wala xaina,0,0,0,1,0
thukka kasto desh ma janmexu ma ta,0,0,0,1,0
malai yo jindagi le chot diyo gani gani,1,0,0,1,0
yesto mula kura nagar hai,1,0,0,1,0
talai bajya j pai tei kura garxas,1,0,0,1,0
tero bau thote,1,0,0,1,0
teri ama thoti,1,0,0,1,0
tah sala j payo tei kura garxas,1,0,0,1,0
khane mukh lai junga le xekdaina,1,0,0,0,0
chikne lado lai vutle le xekdaina,1,1,0,0,0
kasto akkado raxa yo ta,1,0,0,1,0
talai akkado keta,1,0,0,1,0
malai ta yo kura haru le wakka laisakyo,1,0,0,0,0
wakka nalau na,1,0,0,0,0
dikka nalau na,1,0,0,0,0
kaley,1,0,0,1,1
kaley dhoti,1,0,0,1,1
talai hadi ghoptey,1,0,0,1,1
kalo karai jasto anuhar xa yaar tero,1,0,0,1,1
tero rape garera ma talai jhundyaidixu,1,1,1,0,0
tero puti ma xata xirayera xata kholdinxu,1,1,1,0,0
sala ghantauke,1,0,0,1,1
talai bhude,1,0,0,1,1
talai sukute keta,1,0,0,1,1
terima chimkando,1,0,0,1,1
talai hadighoptey,1,1,0,1,1
ghoptey muji talai ta ma mardinxu,1,0,1,1,1
tero bau ko nokar ho ma,1,0,0,1,0
tah mero nokar hoss,1,0,0,1,0
mula,1,0,0,1,0
sala hijada,1,1,0,1,1
talai fuche,1,0,0,1,1
talai fuchhe,1,0,0,1,1
talai fuchhey,1,0,0,1,1
tero chak jasto anwar,1,1,0,1,0
oi kata munteko tah,1,0,0,1,0
ka munteko tah,1,0,0,1,0
kaile muntinxas ghar tira,1,0,0,1,0
anwar na danwar kale sunuwar,1,0,0,1,1
teri ma khate ko ban,1,0,0,1,1
ravi lamichhane hero ho,0,0,0,0,0
ravi lamichhane jattiko manxe nepal ma xaina,0,0,0,0,0
ravi lamichhane le desh lai banauxa,0,0,0,0,0
kp oli jasto geda manxe kai xaina,1,0,0,1,0
prachnada jasto khattam manxe katai ni xaina,1,0,0,1,0
maarlas hai keta tah,1,0,1,0,0
marxas aja tah,1,0,1,0,0
tero aaja marne din ho,1,0,1,0,0
bhutro,1,1,0,1,0
bhutro khau sala,1,0,0,1,0
sala besiya,1,1,0,1,1
talai bhele,1,1,0,1,1
bhele muji,1,1,0,1,1
sala bhele buddhi xaina tero,1,0,0,1,1
timi hau bokshi,1,1,0,1,1
tah bokshi lai gu khwauxu ma,1,1,1,1,1
kasto dherai ghamandi vako tah,1,0,0,1,0
tah khatey gadha ko bachha,1,0,0,1,1
k saro ghamandi vako tah,1,0,0,1,0
talai k kurako ghamanda ho esto,1,0,0,1,0
talai k ko ghamanda ho esto,1,0,0,1,0
eslai ta gu kochyauna parne raxa,1,0,1,0,0
hyaa elle ta wakka lagayo,1,0,0,0,0
hya,1,0,0,0,0
ae mula tah esto hyang nalagana,1,0,0,0,0
hyaaa,1,0,0,0,0
talai ma katera piece piece parera faldinxu,1,0,1,0,0
thukka mandhabuddhi,1,0,0,1,1
tah mandhabuddhi,1,0,0,1,1
tah langado tero arko khutta ni vachidinxu,1,0,1,0,1
tah andho sala bato xekera malai hidnai didaina,1,0,0,1,1
talai bairo thukka kei sundainas,1,0,0,1,1
haisiyat,1,0,0,1,0
haisyat,1,0,0,1,0
vutro muji hatar hatar mamaghar gais jatha,1,1,0,1,0
dai gayesi eslai mudda haldinxu,1,0,1,0,0
darey mugi daat nikalera paat ma rakhdinxu,1,1,1,1,1
tyo ta kunchai natho saga poila gaixe,1,0,0,1,0
kaley,1,0,0,1,1
kale,1,0,0,1,1
kali,1,0,0,1,1
talai chasmis khatey char akhey,1,0,0,1,1
char akhey,1,0,0,1,1
andho mugi,1,1,0,1,1
mulang yasari tah lastai tension huncha tah yr ,1,0,0,0,0
sukha,0,0,0,0,0
sahanubhuti,0,0,0,0,0
sahara bani deu,0,0,0,0,0
sahane sakti pradhan gara bhagwan,0,0,0,0,0
malai lato rish uthyo hai,1,0,1,0,0
lato rish uthesi tah ma manche pani chindina ni,1,0,1,0,0
lato rish ,1,0,1,0,0
rish,0,0,0,0,0
raag,0,0,0,0,0
rish raag rakhnu hunna,0,0,0,0,0
risayera matra samasiya ko samadhan hunna ni shati,0,0,0,0,0
rish matra uthne kura nagarnu na,1,0,1,0,0
taeley jati bela pani rish matra uthauna kina khojchas malai tah gadha lai k kutai napugeko ho?,1,0,1,1,0
samaliyera bol hai malai lastai rish uthirako cha,1,0,1,0,0
herda khera hasilo vayeni manche tah lastai risaha raxa,1,0,0,1,0
koila vanda kalo cha tah tero dhaat,1,0,0,1,1
kasley vaneko malai rish uthdaina vanera,1,0,0,0,0
k khana gareko taeley yasto k paaes ra yasto garera,1,0,1,0,0
tero nangai photo heramna,1,1,0,1,0
tah nangoo bhako photo pathana,1,1,0,1,0
nangai,0,1,0,0,0
nangoo,0,1,0,0,0
nango,0,1,0,0,0
uslai nangai banayera ijjat lutera marey narpisaj harley,1,1,0,1,0
narpisaj,0,0,0,1,1
bichari nabalika ko balatkar garechan,1,1,0,0,0
nabalika,0,0,0,0,0
tesle gadima kt harlai jiskayo,1,1,0,0,0
tesle gadima kt ko sarir herdae naramro harkat garyo,1,1,0,0,0
sarir,0,0,0,0,0
fataha haru kaeley nasudrine vaye sanu sanu bachha ni dekhna nahune k k sochxan,1,1,0,1,0
nasudrine,0,0,0,1,0
sanu,0,0,0,0,0
bhoot ayo malai daar lagyo,1,0,0,0,0
bhoot ,0,0,0,0,0
rish le chur chur hunu,1,0,1,0,0
chur chur,0,0,0,0,0
hunu,0,0,0,0,0
yasko harkat herera tesko buwa rish le chur chur hunu bho,1,0,0,1,0
kupri,0,0,0,1,1
yo kta kasto kupri parera hideko hola,0,0,0,1,1
kasto kupri parya hau dhadh sidha hunna tero?,1,0,0,1,1
churna parya cha kiyau talai,1,0,0,1,0
churna ,0,0,0,0,0
churna parnu,1,0,0,1,0
kulangar,1,0,0,1,0
kasto kulangar choro janmayechu vaney dekhi,1,0,0,1,0
janmayechu,0,0,0,0,0
vaney,0,0,0,0,0
natak ,0,0,0,0,0
kaam vanda besi natak nai huncha hai tero,1,0,0,1,0
nakate,0,0,0,1,0
kati natak parna sakya ho yo natake le,1,0,0,1,0
yasko natak dekhi ni thang aae sakey,1,0,0,1,0
thang,1,0,0,0,0
chutkara,1,0,0,0,0
xutkara,1,0,0,0,0
yo desh bata kaeley xutkara paencha hola,1,0,0,0,0
rin ko bhari bata chutkara paunai sakina hau maeley tah,1,0,0,0,0
ghurki,1,0,0,0,0
ghurki launu,1,0,0,0,0
kati ghurki lagako hau abo tah bol,1,0,0,0,0
ghurki lagaera sabai kura paidaena ni shati samajdari le kaam gara,0,0,0,0,0
makkha,0,0,0,0,0
aja hajur le help garnu bho mata makkha chu,0,0,0,0,0
malai dher makkha naparnu na,0,0,0,0,0
maska ,1,0,0,0,0
maska launu,1,0,0,1,0
malai yati dherai maska kina lagairachas kehi kaam cha vaney bhan,1,0,0,1,0
tesley kumari lai rape garne ra marne dhamki diyo,1,1,1,0,0
dhamki,0,0,1,0,0
dhamki diyo,0,0,1,0,0
dhamki dinu,0,0,1,0,0
dhamkiyaunu,0,0,1,0,0
maarnu,1,0,1,0,0
maridinu,1,0,1,0,0
maaridinu,1,0,1,0,0
ladaidinu,0,0,1,0,0
ladaunu,0,0,0,0,0
haraunu,0,0,0,0,0
haraidinu,0,0,0,0,0
donda ,1,0,1,0,0
tesley 2 biyakti haru lai ladauna khojyo auta post ko lagi,1,0,1,0,0
ma kattar hindu ho ....,1,0,0,0,0
jai ram jai shiyam jai hari jai krishana  hari hari hari ram ram ram jai shivha sivha sivha sivha ,0,0,0,0,0
 tmeru muslim harle garda terrorist badhiraxan,1,0,0,1,1
cristian haru ko sankhiya badhi racha nepal ma sabai poesa khayera matra tah hola ni ,1,0,0,1,1
christian,0,0,0,0,0
hindu,0,0,0,0,0
muslim,0,0,0,0,0
bhuddist,0,0,0,0,0
nepali christian haru sab dhongi christian chan,1,0,0,1,1
sankhiya,0,0,0,0,0
badhi,0,0,0,0,0
nepal ,0,0,0,0,0
christian harko sanka kina yasari bhadi rako hola nepal ma?,1,0,0,0,0
gai ,0,0,0,0,0
gai hamro bhagwan saraha ho marera katera khanu hudaena,0,0,0,0,0
gai hamro bhagwan saraha ho marnukatnu hunna,0,0,0,0,0
muslim harle gai katera khanxanchristain haru ni khana lai paxi lagchansab lai goli thokera mardinu parne adharmi haru,1,0,1,1,1
adharmi,1,0,0,1,1
sadhai dharmik aastha rakhnu parcha,0,0,0,0,0
dharmik ,0,0,0,0,0
adharma garnu hunna,0,0,0,0,0
pashu bali,1,0,0,0,0
bali,1,0,1,0,0
tah dher hero nahu haii dhaka aeley yahi mandir ma tero bali dinchu ni ma,1,0,1,1,0
jib hatiya,1,0,1,0,0
jib hatiya garnu hudaena hai shati bhai haru,0,0,0,0,0
muluk,0,0,0,0,0
pan parag gudka khanu hudaena,0,0,0,0,0
gudka khadai bhitta ma nathuk haii,1,0,1,0,0
rakshi khayera matera hideko cha jatibela ni k ho bhai ko para,1,0,1,0,0
rakshi khayera dher halla nagara na babu tmro ijjat chaina ki kiyau,1,0,0,1,0
churotey,1,0,0,1,1
jadiya,1,0,0,1,1
gajedi,1,0,0,1,1
terima churotegajedijadiya ,1,0,0,1,1
churotey,1,0,0,1,1
malai hissai pari,0,0,0,0,0
bhutukehi jiyan janey,0,0,0,0,0
machiken,1,1,0,0,0
bahu bibaha,1,0,0,0,0
ma twlai jasari ni bihe garchu,1,0,0,0,0
bihe na gari bhako chaina,0,0,0,0,0
dui jana keti lai bihe garnu,1,0,0,0,0
musalman lai bihe garnu hunna,1,0,0,1,1
tallo jaat lai bihe garnu hunna,1,0,0,1,0
ma tme sanga bihe garna lageko ho,0,0,0,0,0
tero ghat katdim?dher hero hunchas?,1,0,1,0,0
tah hapsi sala tero lado katdim?,1,1,1,0,1
tero mukh sukh chiyati dinchu hai,1,0,1,0,0
chiyati,0,0,0,0,0
chiyati dinchu,0,0,1,0,0
dinchu,0,0,0,0,0
marera,0,0,1,0,0
talai marera khola ma faldinchu,1,0,1,0,0
teslai marera jeudai jalai deo kta ho,1,0,1,0,0
tesko munto cahi jhola ma huna paryo haiteslai marera aao kta ho,1,0,1,0,0
munto,1,0,0,0,0
tauko,0,0,0,0,0
mukh sukh,0,0,0,0,0
randi ko chora,1,1,0,1,0
randi ko xora,1,1,0,1,0
hami khana khanu jancham,0,0,0,0,0
hira,0,0,0,0,0
moti,0,0,0,0,0
pittal,0,0,0,0,0
vena,0,0,0,0,0
vinaju,0,0,0,0,0
vena sanga tah k khanu khadina ma,0,0,0,0,0
raksi tw khanxu ni muji dai,1,0,0,1,0
tw,0,0,0,0,0
muji dai,1,0,0,1,0
tmro muskan herera ma tah fida vaye,0,0,0,0,0
tme haseko  herirahana paam,0,0,0,0,0
muskan,0,0,0,0,0
fida,1,0,0,0,0
gothey,0,0,0,1,0
goktey,0,0,0,1,0
gothe,1,0,0,1,1
sukhasanti ra samridhi ko subhakamana,0,0,0,0,0
sukha,0,0,0,0,0
santi,0,0,0,0,0
bahibahik ,0,0,0,0,0
bhagwan ko naam sadhai bihan japne gara,0,0,0,0,0
sadhai hashi kushi basirakhnu,0,0,0,0,0
hashi kushi bidhai garey yr maeley,0,0,0,0,0
sale aaija na hau malai bhetna,0,0,0,0,0
aaija ,0,0,0,0,0
hasera boli raktheo marecha yr,1,0,0,0,0
marecha,1,0,0,0,0
marnu bhayecha,0,0,0,0,0
tesley theo manche lai marecha,1,0,0,0,0
marecha,1,0,0,0,0
kukur ko jasto anuhar,1,0,0,1,0
kukur ko jasto anuhar cha bhai tero,1,0,0,1,0
kukur ko jasto behora nadekha hai,1,0,0,1,0
dher nabol hai kukur,1,0,0,1,0
tah kukur mukhey,1,0,0,1,0
aimai ,0,0,0,1,0
aaimai,0,0,0,1,0
tesley malai balatkar garyo,1,1,0,0,0
garyo,0,0,0,0,0
tah khateyni randi,1,1,0,1,1
khateyni,1,0,0,1,1
talai bhaluni tera pidula bhachdim?,1,1,1,1,0
bachdim?,1,0,1,0,0
tero dhaat jhardim?,1,0,1,0,0
tero dhaat saat jharera rakhdinchu hai hos gar,1,0,1,0,0
tero jindagi nai barbat pardinchu ma sanga jori nakhoj,1,0,1,0,0
barbat,0,0,0,0,0
pardinchu,0,0,0,0,0
jori,1,0,0,0,0
kahoj,1,0,0,0,0
nakhoj,1,0,1,0,0
chwak,1,0,0,1,0
maiya,1,0,0,0,0
oho chwak maiya kata tira ho,1,0,0,1,0
oho maiya eso hami saga ni bolideuna,1,0,0,1,0
yo keti ko ta katro thulo thulo raxa,1,1,0,0,0
dudh,0,0,0,0,0
baah yaar kasto babal dudh yo keti ko,1,1,0,1,0
talai ta mah pakadera chikdinxu,1,1,0,1,0
badhi bolya ho tah aile pakadera moldinxu ani,1,0,1,0,0
talai nangai parera chikera faldinxu aile,1,1,1,1,0
oho ramri maiya eso hamilai ni herdeuna hau,1,0,0,1,0
kata hau kanxi machak machak machidai,1,0,0,0,0
 lah mya kasto chwak keti ,1,0,0,1,0
yo keti ta maal raixe yaar,1,1,0,1,0
kasto maal keti,1,1,0,1,0
yo keti lai ta hanna paye ni hunthio kya mast xe hau,1,1,0,1,0
ohh sexy maiya kata hau eso hamilai ni herana,1,1,0,0,0
kasto khatra body yaar yo keti ko,1,0,0,0,0
keti,0,0,0,0,0
kasto babal dudh,1,1,0,0,0
yo keti ko duhd kati thulo,1,1,0,0,0
oho kasto ramro potilo dudh,1,1,0,0,0
ekdam khatra raxa yo keti ko chak ta,1,1,0,0,0
kasto thulo chak hau maiya,1,1,0,0,0
timro jawani dekhera ta ma dallai hunxu,1,0,0,0,0
tiro jawani hamile ni chakhna paye hunthio,1,1,0,0,0
timilai ta badhera chikxu,1,1,0,0,0
ghopto parera chikxu,1,1,0,0,0
kasto babal chak hait ,1,1,0,0,0
yo keti ko chak padkauxu ma,1,1,0,0,0
kasto xineko kammar hau,0,0,0,0,0
kasto mileko jiu daal ho ma ta vutukkai hune vaye,0,0,0,0,0
tiyepe,1,0,0,1,0
tiyape sala fatha gaja khadai hidh na,1,0,0,1,0
maiya,1,0,0,1,0
ghopto ,0,0,0,0,0
chak,0,1,0,0,0
mardinxu,1,0,1,0,0
marxas,1,0,1,0,0
marlas hai,1,0,1,0,0
marera faldinxu,1,0,1,0,0
mardim,1,0,1,0,0
marinexas,1,0,1,0,0
katdinxu,1,0,1,0,0
katera faldinxu,1,0,1,0,0
katdim,1,0,1,0,0
katinexas,1,0,1,0,0
 ma talai mardinxu,1,0,1,0,0
ma tero bau lai mardinxu,1,0,1,0,0
dherai niu khojis vane feri ma talai mardinxu,1,0,1,0,0
esto behora dekhais vane ma talai mardinxu,1,0,1,0,0
niu khojya hos aile mardinxu ani tha pauxas,1,0,1,0,0
bhai niu khojis vane aile marxas,1,0,1,0,0
mero riss ko jhok ma paris vane marxas hai,1,0,1,0,0
estai kaam gardai gaar kun din mero haat bata vetxas ani marxas,1,0,1,0,0
ma saga niu nakhoj feri marlas hai,1,0,1,0,0
estai gari ma saga lagis vane marlas hai,1,0,1,0,0
kun din tah mero hat bata marlas hai,1,0,1,0,0
sala niu khojxas aile marlas hai,1,0,1,0,0
esto kaam garis vane marlas hai,1,0,1,0,0
taile yo garya kaam le garda tah marinexas,1,0,1,0,0
thula bada manxe saga niu nakhoj feri marinexas,1,0,1,0,0
inerle talai xodne xainan aba tah marinexas,1,0,1,0,0
tero khela khattam vo bhai aba tah marinexas,1,0,1,0,0
niu nakhoj aile ma talai katdinxu,1,0,1,0,0
ma saga dherai lyang lyang nagar hai aile feri ma talai katdinxu,1,0,1,0,0
niu khojis vane talai ma mula kate jastai katidinxu,1,0,1,0,0
ma saga dherai lagis vane ma talai katera faldinxu,1,0,1,0,0
oi fuchhe tai hainas niu khojne aja ma talai katera faldinxu,1,0,1,1,0
ae bhai ae ma saga lageko tah khukuri nikal sala lai ma katera faldinxu,1,0,1,1,0
ma saga dherai lyang lyang garis vane katera faldinxu,1,0,1,0,0
oi oi tah badhi vako sala talai katdim,1,0,1,0,0
oi khatey talai katdim,1,0,1,0,0
ma saga dher lagxas sala aile talai katdim,1,0,1,0,0
niu khojya ho ma saga aile talai katdim,1,0,1,0,0
tah mugi lai mula kate jastai katdim,1,0,1,0,0
manxe chinne gaar bhai yo tarbar le sala tah katinexas,1,0,1,0,0
estai goru jasto behora dekhais vane tah katinexas hai,1,0,1,1,0
talai sidhyaidim bhai,1,0,1,0,0
estai kura garis vane ma talai sidhyaidinxu,1,0,1,0,0
ma saga lyang nagar hai aile feri tah sidhdinxas,1,0,1,0,0
sidhyaidim ma talai,1,0,1,0,0
tero lado katera tero bangsa sidhyaidinxu,1,0,1,0,0
tero khandan sidhyaidinxu,1,0,1,0,0
terima dhaka talai kutai napugya ho?,1,0,1,0,0
talai kutera anuhar sabai sunyaidim?,1,0,1,0,0
tero boli alik sudaar hai ,1,0,1,0,0
dherai jnanne na ho hai,1,0,0,1,0
ma ta waaka bhaye sake,1,0,0,0,0
ma ta dikka bhaye sake ,1,0,0,0,0
ta mula murdar,1,0,0,1,0
wakka dikka hune kura na gar na mula,1,0,0,0,0
tyape ko kura ni k patyaunu,1,0,0,1,0
tyape haru ko pani afani para xa,1,0,0,1,0
ta gajadi,1,0,0,1,0
gaja matra khayera bas ,1,0,0,0,0
tpi pani kasto kura garnu huncha,0,0,0,0,0
tpi ko kuraa sunera ta chakka parchu,0,0,0,0,0
tapai lai k bhannum ma,0,0,0,0,0
sabai manxe haru lai saman beura dekhau nu parcha,0,0,0,0,0
sabai lai ramro tarika le her ,0,0,0,0,0
k ho tero tyo behura bhayena hai,1,0,1,0,0
ma ta chakka parchu,0,0,0,0,0
