comment_text,toxic,obscene,threat,insult,identity_hate
Malai ekdam rich hunuxa cause maile mero parents ko sab need and desire pura garna sakum,0,0,0,0,0
mero jasto financial pressure mero child le bhognu naparos,1,0,0,0,0
Jasto ki ma ekdam pressure liyera padhna kehi ko prepare garna ni sakdina.,0,0,0,0,0
I am patient too; migrane and eyes problem are my biggest problem,0,0,0,0,0
it's not enough i can not overcome through financial problem too,0,0,0,0,0
Malai ekdam xitto ris uthne ekdam negatives kura matrai dimag ma chaln,1,0,0,0,0
like mero life ma happiness nai xaina marxu baru dhukka hunxa type ko kya,1,0,1,0,0
Ekdam man ma kura haru chaliraa xa padhai ma ni dhyan jadaina,0,0,0,0,0
tension dherai bhayera hola ekdam distract hunxu,0,0,0,0,0
class ma ni concentrate huna sakdina,0,0,0,0,0
Sir/mam mero sathi parents sabai ko ma prati high expectation xa,0,0,0,0,0
kehi garxu maile bhanera,0,0,0,0,0
maile class ma ramro marks ni obtain garnuxa because malai topper ko hashtag jo lageko xa,0,0,0,0,0
Daddymamu lai aayog maa naam xitto nikalos jagir khaos bhanne x,0,0,0,0,0
boyfriend ko pani mah talent xu bhanera ekdam high expectation xa,0,0,0,0,0
usle bhanxa ki timi ta adhikrit hunxau,0,0,0,0,0
kasari hunxu ksari padhxu kasari garxu health condition kasto xa,0,0,0,0,0
nobody cares,0,0,0,0,0
But high expectation ma prati kina ho yesto,0,0,0,0,0
Mah pani ta euta simple kt bhayera bachna pauxu ramauna pauxu,0,0,0,0,0
ma katti mehanat garnu yar,0,0,0,0,0
mehanat garera ni result paune time ma aafnai psychology le chahe jati achieve garna sakdina,0,0,0,0,0
mah psychologically weak bhai sakeko xu kya,0,0,0,0,0
garo cha hau malai ,1,0,0,0,0
Kura k ho vane hernu mah euta nursing staff ho,0,0,0,0,0
ani malai feri period huda monthly samma spoting hune,0,0,0,0,0
Tara no pain 11_15days samma vairakhne yesto huda mah Kati hospital dekhaye,0,0,0,0,0
Dr Lai sode kin ho Testo huncha vanda yestai ho vane rakhne,0,0,0,0,0
medn femitrone le kunai din samma stop feri blood hune,0,0,0,0,0
ani ma Gaye check up grna ani Jun Dr sanga maile check up grna gako tyo Dr xuti ma hunuthiyo ani mah arko Dr Lai dekhauna paryo,0,0,0,0,0
ani malai inv garayo ani inv. ma UPT ni thiyo ani tesma positive aayo,0,0,0,0,0
Jun ki mah ekdam confirm thiye positive hunna vanera ani tah so called intern Dr haru thiye,0,0,0,0,0
tinharu le positive aayo vanera malai ekdam naramro behave gare maile vane feri recheck grchu vaneko manenan,1,0,0,1,0
diyenan grna ani malai yeti sunayo ki yeti sunayo,1,0,0,0,0
vanne nursing staff vayera yesto Kam grne,1,0,0,0,0
hasne mind xaina gare dimag xaina yei grdai baschau vanne jhan mah yeti afnai tens ma Chu,1,0,0,0,0
15 din samma pad lagauda ekdam tens ma Chu ani tinharu tesmathi misbehaving garne,1,0,0,0,0
so called fucking intern Dr le ani ani k k gareko chau sab tmro mummy Lai vandinchu vanera damki deko,1,0,0,0,0
Jun ki USG ma ni kei thiyena normal ani maile kei vanda little knowledge is more dangerous vanne ani malai tmro ectopic pregnancy vaxa admit hau abortion grna parcha,1,0,0,0,0
TVs grna parcha yeti misbehave ki k vanum mah Kati roye la mah sex Jo gare ani k vayo kunai Galti gareko Chaina mah confirm Chu mah hudaina vanera,1,0,0,0,0
Ghar aaye 5 choti upt test gare sab ma negative s.blood upt gare non pregnant..,0,0,0,0,0
mah tw yeti vanchu ki yedi mah pregnant Jo vaye gare ani tinharu le malai ramro sanga counselling grne ho ki malai naramro vanne pressure dine ho,0,0,0,0,0
mah 3din samma yeti tens vayo tinharu ko Kura le aajai nursing staff ho,1,0,0,0,0
vanera hasne dimag xaina vanera ..,1,0,0,0,0
teivayera aware hunu yo Pani intern Dr haru sanga tw,0,0,0,0,1
sayad aru non medical vako vaye admit ni hunthiyo ani tei Jhan k k garthiye depressed hunthiyo mah medical vayera tei gayera Gali grdiye,0,0,0,0,0
ani tyo Paji intern Dr ko hawa niskiyo ..,1,0,0,0,1
so aware huna ekdam jaruri cha,0,0,0,0,0
k garam garam bhayo hau ,0,0,0,0,0
Khas music ley hami najik vako.,0,0,0,0,0
She sings play guitar ani maile ni bajauxu.,0,0,0,0,0
Same taste in music vayera ni ho we fell for eachother.,0,0,0,0,0
Ramrai thyo hamro relation.,0,0,0,0,0
Ma khusi ni thy wuslai payera.,0,0,0,0,0
I was madly in love with her.,0,0,0,0,0
Wuslai ni thaxa kati maya garxu vanera.,0,0,0,0,0
Ma ali dherai attach thy wu prati.,0,0,0,0,0
Very insecure . Kaile kai jagda ni huney garthyo fakauthy wusley.,1,0,0,0,0
Kaile wuslry malai fakauthyo.,0,0,0,0,0
Mero ekxin ko ris ley garda wuslai dherai choti hurt garey.,1,0,0,0,0
Anxiety anger vayera ma afu ma control garna sakthina.,1,0,0,0,0
Mero yestai behave ley garda wusko maya haraudai raixa.,0,0,0,0,0
ma vaney din dinai jagada garney mukh ma j ayo tei bolney ris ma mind fuckup vaihalney.,1,0,0,1,0
Mero boli ley wusko dherai choti chitta dukhayeko xu this is what i still regret for my behavour.,1,0,0,1,0
Relation lai bachauna i did all i could.,0,0,0,0,0
I can say i begged i cried.psycho jasari bautariye,0,0,0,0,0
hami time spent garney thauma janthy idk why but accept garna sakiraxaina ma ajai.,0,0,0,0,0
Break up vako almost 1 month jati vayo.,0,0,0,0,0
Khassai bolexainam. Sometime when i see her anywhere mero man attinxa afai ma feri sad hunxa.,1,0,0,0,0
Try gariracu overcome move on. Im writing song about our realtion.,0,0,0,0,0
Wusko lagi geet ni lekhethy sunako ni thy.,0,0,0,0,0
J jasto vayo hami bich tyo pal yad haru rahanexa sadai jevan var,0,0,0,0,0
.No fucking man cant take that place jun maile bitaye wusanga.,0,0,0,0,0
"""Maya""paunu matra hoina ghumaununi raixa.",0,0,0,0,0
k cha sir kbr ,0,0,0,0,0
moj gara kta ho,0,0,0,0,0
Din din nai euta kura le manpolxa,0,0,0,0,0
birsina kojda ni sakdina mind lie convert garxu,0,0,0,0,0
aha tai ni sakdina jatisukai aafthryo situation aaya ni teslai handel garni jasto problem aayne teslae milera solve garni,0,0,0,0,0
zindagi sangae bitauni vanera sapana dekhayra kasri testo garna sakeko,0,0,0,0,0
Kura k vanda hamro vet first covide bata facebook bata vaya ko ho,0,0,0,0,0
fb ma vet vaya paxi kura haru vayo din parti din uh malae ramro lagdae gayo,0,0,0,0,0
ekdam ramro lagni maza le boldini thee,0,0,0,0,0
Bistarai kura haru share huna thalyo ma ni mero kura haru uslae sunautheya,0,0,0,0,0
uh pani bistarai usko kura haru sunauni garthi,0,0,0,0,0
malae khusi lagtheyo maile mero kura haru share garna pauda sundini koie vayo hae vanera.,0,0,0,0,0
Bistarai covide kam hudae gayo,0,0,0,0,0
Hamro conversation lambidai gayo,0,0,0,0,0
malae uh man pari sakeko theyo tra vanna sakeko theena,0,0,0,0,0
boleko ke time paxi. Maile uslae purpose gari,0,0,0,0,0
but usle yeti xitai vanera acept garina,0,0,0,0,0
tra hami bolna chae xodenam boldae gayam ramro euta sambanda bani sakeko theyo,0,0,0,0,0
boleko 1 years paxi uslae maile feri purpose gari teti bela chae usle acept gari,0,0,0,0,0
usko past ka kura haru sabai vanera malae acept gari,0,0,0,0,0
usko kura haru sunda aakha bata aasu nai aayo maile yeslae maya garnu parxa vanera ma lagi pare,0,0,0,0,0
usko harek kura lae manera loyal vayra ma,0,0,0,0,0
us sanga relationship ma basi ramro nai chalira ko theyo,0,0,0,0,0
uh kathmandu basthi ma chitwan.,0,0,0,0,0
Vaneko bela ma kaile ni vet vanya chae hudena theyo,0,0,0,0,0
jati kura huntheyo sabai facebook ma huntheyo.,0,0,0,0,0
Bistari covid kam vayse maile japan ko lagi aaply gari,0,0,0,0,0
ani noce banuna jada kheri usko ra mero first vet vaya ko theyo,0,0,0,0,0
ma ekdam khsui vako theya uslae vetna pauni vayo vanera ekdam ekdam vet ni vayo.,0,0,0,0,0
Ekdam ramri.,0,0,0,0,0
Lagni uh malae vetda ta jhan kati khusi vaya ma uslae vetra noc,0,0,0,0,0
Banyra pani farkiya.,0,0,0,0,0
Vet vayapaxi jahn malae ta yo ta mero ho yeslae maile 1 sabda ni namro vanna huna garna huna vanera usko aagdi jaile down vayera bolthi,0,0,0,0,0
jhagada kaile pani hudena theyo.,0,0,0,0,0
Usle vaneko kura haru ma maile sakeko garni gareko theya,0,0,0,0,0
maya ko ta kurai nagaram yeti garthi bau aama family sangai rakera first priority maya deko theya uslae maile,0,0,0,0,0
Uslae k kura le khusi banuna sakxu vanera bela bela ke saman chocolate gift haru pathai dee ra huntheya.,0,0,0,0,0
Khusi hunthi malae usko khusi nai sabai thok jasto lagtheyo .,0,0,0,0,0
Usle pani malae nepal basna man xaina vanthi,0,0,0,0,0
japan aaply garana tw sanage jau vanera vanda teti bela usle mannina paxi maile aaply gare paxi ma ni gaarxu vani,0,0,0,0,0
ani ma gardinxu maile gareko thau bata vanera usko doc gayra lera aaya ra aaply gardi,0,0,0,0,0
usko aapply vaira theyo ma yeta aaya.,0,0,0,0,0
Yeta aayse ni ramri nai theyo relationship uta usko aaply ni vaira theyo,0,0,0,0,0
japan aayse ni uh ekdam khsui thee,0,0,0,0,0
yeh aauda first salary bata thori usko lagi xutaya ko theya.,0,0,0,0,0
Man lagxa ni aafule maya gare ko manxe lae ke dim jo kura le uh khusi hos vanni,0,0,0,0,0
theya gare usko lagi dherai gare,0,0,0,0,0
usko usko pani visa aayo yeti khusi vae aafule gardeko ko kam man ma dar vae vae gareko theya sucess ni vayo.,0,0,0,0,0
Ma yeh aako 7:8 month pani uh oani japan aauni vae.,0,0,0,0,0
Uh aauni rat mero night kam theyo kam sakera ma uslae lina. Airport gaya.,0,0,0,0,0
Vet vayo after 6 month usko ra mero clz chae xutai ho usko clz ko teacher haru ni lina gaka theya,0,0,0,0,0
clz ma kam xa vanera unharu lae clz lage ma tai bata farkiya,0,0,0,0,0
ani clz saker ali ali samn lera gayra usko room ma. Jada uh sutiraa ko thehi thakae lagera hola 2 3 choti bolauda bala uthi.,0,0,0,0,0
Runche muk layra khsui vae.,0,0,0,0,0
Relationship jhan najik vayse jahan ramro ramro vaira ko tehyo.,0,0,0,0,0
Sabai kura garu manage garera sangae basna lagem,0,0,0,0,0
Veteko boleko 3 yers baisakeko theyo jun relationship ma maile.,0,0,0,0,0
Physical ko excepet ni gareko theena uslae chuna pani daru thi ma tra najik vayse tyo kura haru vayo man dekhi boday sama share vayo,0,0,0,0,0
yeh aayse usko lagi harek thok gari saki bujai yeta uta hidna sikai ma ekdam aaba sajilo vayo,0,0,0,0,0
2 jana vayse milera garda sajilo huna vanni theyo uh aako 3 moth sabai ramria theyo,0,0,0,0,0
ma jada sade ramuni khusi huni.,0,0,0,0,0
Ma kam ma jada ni najauna vanera. Vanni,0,0,0,0,0
ma rati kam ma break ma aauda ni na suti kura ra basni manxe.,0,0,0,0,0
Usko lagi vanera.gahr paisa napatahi napatahi yeh sabai kura haru manage gari,0,0,0,0,0
uh pani ekdam khusi thii.,0,0,0,0,0
Relationship dherai mathi pugi sakeko theyo,0,0,0,0,0
uh japan aaya ko 3 month vako theyo usko birthday ma maile usko nepal ko relationship ko barema thapaya,0,0,0,0,0
uh aarko sanga relationship ma raixa uslae sodi k ho kura banda uslae rudai vani,0,0,0,0,0
maile twlae yesto gari usto gari cheat gari yeh aayra uh tesari ma sanga relationship rakheko xa,1,0,0,0,0
uslae na ke vanna sakxu na ke samjyara bujaya.,0,0,0,0,0
Aangalo ma badera. Maya gare uh euta dae sanga bolthi tra kaile dae jasto bebar na gari rako dekda maile uslae samjau theya,1,0,0,0,0
Maile samja ko kura haru uslae poisan vayaxa,0,0,0,0,0
Usle syad yei sochi hola yeslae sangai rakhyo vani,0,0,0,0,0
yeslae hami 2 jana bich bona xutai dinxa jab ki mero soch testo ke pani tyo manxe le paisa karcha gardi.,0,0,0,0,0
K chayo van vanni yeta uta uta nepal ma usko baine lae ni aus jana ko lagi finical help garira theyo,0,0,0,0,0
sabai kura haru bujira theya tai ma chup theya bas uslae samjau theya yeti ho,0,0,0,0,0
3 month complet vayo uh sanga basni khani dulni haptai pixe neplai resturant lera jani,0,0,0,0,0
garni aafter three month uslae yeh sabai kura buji yeta uta garna sakni vaai,0,0,0,0,0
ani aaba yo malae chaideina vanni sochi hola tespaxi feeling aayna vanera. She leave me.,0,0,0,0,0
Ma jido las vayra baseko xu ghar ko na ghat ko ho ma xora manxe ho tra.,1,0,0,0,0
Mero intentions j hunxa eutai kt sanga hunxa vanni xa.,0,0,0,0,0
Ma uh sanga basi basda physical ni vayo yo kura lae normally ligexe uslae,0,0,0,0,0
maile sakina jun kura kt le sochna parni ho tyo maile sochi.,1,0,0,0,0
Life ma ups and down hunxa pakai pani but mero first priority ma rakhera maya garya manxe ho uh aaja uslae nai yesto.,0,0,0,0,0
Garda kasko aakha bata aasu aaudena ra k kta ko chae man nai huna ra kta manxe rudena.,0,0,0,0,0
Bidesh jasto thau ma Ma aaile jun condition xu tyo ma explain garna sakdina.,0,0,0,0,0
Maile dherai kosis garya sambanda jogauna.,0,0,0,0,0
Maile galata garya hola ke kura ma sambanda joguna.,0,0,0,0,0
But uslae ta aaraki rup dekhai ma padni clz ma complain gari.,1,0,0,0,0
Huda huda mero family ma ni tero xora yesto usto ma yesllai police case gardin xu nepall pathao dinxu vanera vani xe.,1,0,0,0,0
Family ma tenson deya mero ghar ma ruwa basi ma kam ma tehya bihan room aauda sab jana rudae.,1,0,0,0,0
K garis uslae k vanis vannu hunxa yesto vani xe.,1,0,0,0,0
Ke navan ke nagar vannu hunxa. ,0,0,0,0,0
kina kt manxe ko ijat ma dag lagai dinu.,1,0,0,0,0
Mai maya garya ho.,0,0,0,1,0
Uslae ke ni vannina mafi magya aafule aafi sanga uslae ni magi galti garya xu dherai maya garera.,0,0,0,0,0
Malae aba yo thau ma basna man nai xaina.,0,0,0,0,0
Maile decision ligi saki ki Ma xitai nepal hadai xu,0,0,0,0,0
uh khusi ho usko khusi nai mero khsui ho .,0,0,0,0,0
Yeti vanna chanxu paisa nai thulo kura haina sambanda ramro huna 2 jana kai effort cahinxa,0,0,0,0,0
jun mero matra theyo paisa le kaile ni manxe lae pugdena yeti chae yad rakha,1,0,0,0,0
Ma jasto j vaya ni tmlae khsui vako suna pau rmaro hos tmro.,0,0,0,0,0
Aagdi badnu pargati gafnu thank you thori vaya ni maya garna paya,0,0,0,0,0
Sab jana le maile samjai bujai gari uslae ramro nai banai deya galti mero ho maile garda ho uslae yesto vanekoo vanera,0,0,0,0,0
aba ali kati baki raicha hai,0,0,0,0,0
Got married to a guy families lai convience garayera.,0,0,0,0,0
4 Months vayo bihe vako.,0,0,0,0,0
afnai duniya ma hunxa.,1,0,0,0,0
Afulai manlageko garne.,1,0,0,0,0
Ghar bata hidhdini bepatta sanga.,1,0,0,0,0
Business start garna mom dad le support garnuvayena vanera stressed xa.,0,0,0,0,0
Tei frustration ma kata pugxa kata.,1,0,0,0,0
Maile garnu samma sab thok garisake.,0,0,0,0,0
Afule sakeko financial support pani.,0,0,0,0,0
Still initiate garnu vanda pani dnt knw kk ma kharcha garxa.,0,0,0,0,0
May b weed and smoking.,1,0,0,0,0
Kura garda pani sundaina. Uskai kura thulo hunxa.,1,0,0,0,0
I feel too stressed and living like a loner.,0,0,0,0,0
Chinta garxa future ko.,1,0,0,0,0
Bt yetro garda pani still kei inititate nagareko dekhda ekdam naramro lagxa.,1,0,0,0,0
Malai mero husband bata man nai mareko jsto feel huncha ,1,0,0,0,0
nadekhna paya ni huncha jasto lagxa tadha jana payani huncha jsto lgxa,1,0,0,0,0
chomu,1,0,0,1,1
theo kt lastai chalu che,1,1,0,1,1
theo manche sanga bewar garnu hudaen,1,0,0,0,0
tesle talai fasaula ni,1,0,0,0,0
hera tah yo kati kalo ho..,1,0,0,1,1
yasko anuhar herdae kt bech bhikhan garcha jasto cha,1,0,1,1,1
mahila bech bikhan,1,0,0,0,0
samjida pani jhiringai huncha yr,0,0,0,0,0
tesko  chaak khatro khatro thulo ho,1,0,0,1,0
aimai bhayera dher bolxas,1,0,0,1,0
tah jathi lai kasle vanyo yasto,1,1,0,1,0
hera yo kati bigreko ho,1,0,0,1,0
kina yasta ko sangat garnu paryo tapailai,1,0,0,0,0
talai kukur ko muth nakha vanda lagdaena hai,1,0,0,1,0
tapai,0,0,0,0,0
hajur,0,0,0,0,0
tme,0,0,0,0,0
tah ,0,0,0,0,0
uh,0,0,0,0,0
yo,0,0,0,0,0
theo,0,0,0,0,0
usley,0,0,0,0,0
maeley,0,0,0,0,0
kaeley,0,0,0,0,0
kasto,0,0,0,0,0
kasti,0,0,0,0,0
uskai,0,0,0,0,0
teskai,0,0,0,0,0
terima ,1,0,0,1,0
talai ,1,0,0,1,0
talai radaban,1,1,0,1,0
terima radaban,1,0,0,1,0
hajur le bhannu bhayo ma gardi halchuni,0,0,0,0,0
huncha ma garchu,0,0,0,0,0
mero akha ma tme nai baseko chau,0,0,0,0,0
malai maya garana,0,0,0,0,0
mg,1,1,0,1,0
muji,1,1,0,1,0
biyaune aaimai,1,1,0,1,1
aaimai,1,1,0,1,1
biyaune ,1,1,0,0,1
kukur ko puxxar lauro na hatiyar,0,0,0,0,0
khana paye vandae ma desh nai ritiney gari khanchan bharastachari harle,1,0,0,0,0
mero lagi kehi task haru vaye malai issue banayera assign gardinu la voli tapai sutnu vanda poila,0,0,0,0,0
"machikna haru
",1,1,1,1,0
Tapai maile Ra At least Bishal Gautam le Vanda chai dherai nai gare ko xn For the country Jun comedy maa Pani Chada nai use Garda koi na koi ta offence hunchha ta yo kunai ascharya mannu parne Kura hoina public place maa deliver garya Kura laai reaction Aaye si Sunna ta saknu paryo ni deliver garne manxe le hos ya tesko paxi lagne le.,1,0,0,1,0
 पनि जुन पनि कुरा ma feminism lyaaune manxe Chai attention seeker बाहेक kehi lagdaina malai 🙂 he might be wrong but she could have come up with some better sets of arguments than this. Joke Lai joke जसरी Lina ni saknu parxa. Aba arko comedian jail parne Vayo जस्तो xa,1,0,0,0,0
Develop hola nahola eauta part ho tara different sector ma dherai help gareka chan ta dherai thulo contribution pani chha dherai thau maa tesari chai bhannu hudaina..,0,0,0,0,0
garo cha hau kam garana,0,0,0,0,0
Dhanna jagir khainchha office chha ra yasto comment padhera group ma post garnu parya chhaina 😀🤣😂 no offence though.,1,0,0,0,0
Lastaii sensitive achelko yuba haruu.. sano sano kura ma ni triggered hune… bhayena bhayena .. esto para le hudai bhayena,0,0,0,0,0
Ma pani yei kura sochirathye tiktok ma dekheko comment 😀,0,0,0,0,0
"Development ka karyaharu hajarau hunchhan ra sabai sakida ni developed nahuna sakchha.
Eauta pul banaunu ni development ho school banaunu ni development ho health post banaunu ni development ho.",0,0,0,0,0
Kaam painau buhari pada ko k k vanthe ma kasam topic pani khatra khatra pauxan 😐,1,0,0,1,0
Usle gareko comment ekdam sahi xa..Uni hauko contribution dherai ramro xa every year...paisa khayo medal kinyo vanna sajilo xa tesmathi xada sabda prayog gardai.. Ani sabai yuwa barga joke lai joke jasari lim vandai lagirako xan.,0,0,0,0,0
Nepal taba samma bandena jaba sama joke Lai joke ko rup ma ligna sakdenan ,0,0,0,0,0
"Comment herdei nibba nibbi jasto lagchha k criticize garnu khai
",1,0,0,1,0
Bichara kaam navayepaxi kyarni. Miss Nepal muji kaam xaina vaneko theo hola thikai ta vanexa 😂,1,0,0,1,1
"Tyo so called comedian lai Gali begar hasaune aaudena Muji navani hasaune sakdena
",1,0,0,0,0
Yo miss wala competition nai ban hannu parxa sari lagayera garun na bikini ma garnu parne re,1,0,0,0,0
"Dher smart vayesi yastai hunxa
",1,0,0,0,0
aauna tme dharan tira vetam yaso raat bitam sangai,0,0,0,0,0
malai tmro stress ball khelauna deuna,0,0,0,1,0
audina aeley tah,0,0,0,0,0
kasta manche haru hau,1,0,0,0,0
kasta hau,0,0,0,0,0
eklai vaye ma yaha aauna tme,0,0,0,0,0
tmelai samjera basirako chu,1,0,0,0,0
mero dudh ko poka khelauna paye ni majja autheo hola,1,1,0,0,0
send me nudes,1,1,1,1,0
malai tmro nagna tasbir patauta,1,1,1,1,0
nagna tasbir,1,1,0,0,0
naago photo,1,1,0,1,0
naago,0,0,0,1,0
tmro haat ma mero lado rakhdim,1,1,1,0,0
tmro puti ma mero lado xirayera heramna,1,1,1,1,0
kina laaj maneko aau sangai basa,0,0,0,0,0
kina laaj maneko kehi hunna ek choti garna deuna,0,1,0,0,0
hjr tesko room ma,0,0,0,0,0
hjr tesko room ma,0,0,0,0,0
hjr  ,0,0,0,0,0
yo choti tah ice cream khana ni gaiyenata ani,0,0,0,0,0
hoss,0,0,0,0,0
hunna,0,0,0,0,0
hudaina,0,0,0,0,0
hudina,0,0,0,0,0
huncha,0,0,0,0,0
hola,0,0,0,0,0
hora,0,0,0,0,0
umuumm,0,0,0,0,0
thikai ho,0,0,0,0,0
ahhh,0,0,0,0,0
ah ahh,0,0,0,0,0
tme haru ko kura ,0,0,0,0,0
ma thik chu,0,0,0,0,0
k cha,0,0,0,0,0
sanchai chu tapai lai kasto cha,0,0,0,0,0
tapai lai k gaeda mahan paryo,0,0,0,0,0
tapi sanchai hununcha,0,0,0,0,0
tapai ko dukha haru kasto cha,0,0,0,0,0
tapiko favorite movie kun hoo,0,0,0,0,0
mero favorite movie pashupati prashad ho,0,0,0,0,0
hamro kam k ho taa,0,0,0,0,0
hami k garchum ta yo sanshar ma,0,0,0,0,0
k maya lagxa raaa,0,0,0,0,0
lagxa ne,0,0,0,0,0
hami ko hooo,0,0,0,0,0
k garne hoo,0,0,0,0,0
hamro ne sabdha haru huncha,0,0,0,0,0
kati khera aucha,0,0,0,0,0
ja na ta tetai,0,0,0,0,0
tara ko sanga xas na jaa,0,0,0,0,0
gpt bata garako maila taaa,0,0,0,0,0
tyo exm garako coding hooo,0,0,0,0,0
tyai sir lea vanako hami lai,0,0,0,0,0
excel ma chi kasari lekhnu maila,0,0,0,0,0
varey yeso herdai haley kasaile,0,0,0,0,0
hami lai chalcha,0,0,0,0,0
audina malai taa,0,0,0,0,0
ma call garchu,0,0,0,0,0
ma call garchu ani hida naa,0,0,0,0,0
lala yata au saghai janu parcha,0,0,0,0,0
7 baje ma tya aipugchu,0,0,0,0,0
dost pump ma auuu,0,0,0,0,0
timi lai halidenchu,0,0,0,0,0
aila samma ta ako xaina hola hoo,0,0,0,0,0
xa ne kasto hudiNA,0,0,0,0,0
hami ta khatra ho nee,0,0,0,0,0
kun desh ma bascghas,0,0,0,0,0
kunai pani lehnu hos,0,0,0,0,0
tyo bihara xa,0,0,0,0,0
k garchas ho mula taila chi hami,0,0,0,0,0
hami ko hoo tha xa,0,0,0,0,0
yo mula ko kam xaina,1,0,0,0,0
kasko kam xina,0,0,0,0,0
yo mula ko xaina,1,0,0,0,0
kina vane yo fatha hoo,0,0,0,0,0
yesli nepal ma bassna denu hudina,1,0,0,0,0
yesko kura malai ramro lagyo,0,0,0,0,0
tara tamro matra lagera k garnu,0,0,0,0,0
tmro kura malai chitta bujena,0,0,0,0,0
kun kura chitta bujena,0,0,0,0,0
mali Kasiko kura chitta bujdina,0,0,0,0,0
k halchal xa,0,0,0,0,0
koila auchau tmi,0,0,0,0,0
jay shree ram,0,0,0,0,0
aala hu akbar,0,0,0,0,0
ramro cha hai,0,0,0,0,0
ani k xa vana aru,0,0,0,0,0
namaskar k xa kbr,0,0,0,0,0
Yo australia ayera nepali kt haru kina bigrinchha,0,0,0,0,0
Aaja auta dhoti gayechha,1,0,0,0,0
tysto thau ma,0,0,0,0,0
ani ayera vanchha,0,0,0,0,0
sala lai jhyammma hanera,1,0,0,0,0
vuklukkai,1,0,0,0,0
ladaim jasto,1,0,0,0,0
lago yati,0,0,0,0,0
sunna sath feri,0,0,0,0,0
amghe hami nai galat,0,0,0,0,0
Yesto ta dherai vayerahado,0,0,0,0,0
rachha yo thau ma,0,0,0,0,0
but mah chai naya,0,0,0,0,0
vayera hola kasto namazza vayo,0,0,0,0,0
please cheli haru tapai haru dukha garnus,0,0,0,0,0
dukha garera kamaeako paisa,0,0,0,0,0
ko alik ijjot hunchha,0,0,0,0,0
yesto naramro kam,0,0,0,0,0
nagarnus please,0,0,0,0,0
kam garda mardaina manchey,0,0,0,0,0
tapai prati tapai,0,0,0,0,0
ko parents le dherai,0,0,0,0,0
aspect gareranu,0,0,0,0,0
vko chha please yesto,0,0,0,0,0
galat kam nagarnu,0,0,0,0,0
hola please,0,0,0,0,0
Syangja,0,0,0,0,0
barsa ko vayee,0,0,0,0,0
tara malaii,0,0,0,0,0
aajhaii nii,0,0,0,0,0
teii ke barsaa,0,0,0,0,0
aghii,0,0,0,0,0
kuraa yaad aaux,0,0,0,0,0
today I am here,0,0,0,0,0
confess,0,0,0,0,0
my dark secret,0,0,0,0,0
jun kuraa,0,0,0,0,0
aajaa samma maile koi laii vanyaa xaina,0,0,0,0,0
class 6 maa padthee,0,0,0,0,0
11barsa ko bachha,0,0,0,0,0
internal exam Chali raathiyoo,0,0,0,0,0
exam,0,0,0,0,0
maa last sheet maa paryaa thye,0,0,0,0,0
ra anii guard,0,0,0,0,0
chaii Mero mummy,0,0,0,0,0
ko so-called bhaii,0,0,0,0,0
Ani mero mama,0,0,0,0,0
last sheet maa paryaa thyee,0,0,0,0,0
suru maa ta,0,0,0,0,0
tyo mama,0,0,0,0,0
le vhanjii vani,0,0,0,0,0
najeek aairaako thiyo,0,0,0,0,0
testoo,0,0,0,0,0
keii feel vako thyena,0,0,0,0,0
taraa thoraii time paxi,0,0,0,0,0
najik vayeraa,0,0,0,0,0
he started to touch,0,0,0,0,0
my chaati,0,0,0,0,0
malaii suru maa,0,0,0,0,0
k gareko,0,0,0,0,0
vannii mahasus vayena,0,0,0,0,0
tespaxi Ali Ali gardaii,0,0,0,0,0
thaa vayo,0,0,0,0,0
this is bad touch,1,0,0,0,0
Vaneyraa,0,0,0,0,0
ma Ali tadaa basna khojee,0,0,0,0,0
tainii uhh najik aayeraa chhuna laayo,0,0,0,0,0
chaatii xudaa xudaii usele aafnoo haat talaa saryoo,1,0,0,0,0
ra mero pant kholna khojyo,1,0,0,0,0
Tara sakena,0,0,0,0,0
anii he opened,0,0,0,0,0
my zipper,0,0,0,0,0
k how cheap can you guys,0,0,0,0,0
imagine,0,0,0,0,0
ma usko bhanji,0,0,0,0,0
parthe k,0,0,0,0,0
yetii naramro feel vako thiyo k,0,0,0,0,0
aailey yo lekhda nii haat kaami raako xa mero,0,0,0,0,0
tyo din dekhii,0,0,0,0,0
I keep distance from this guy,0,0,0,0,0
najik aauna khojthiyoo,0,0,0,0,0
Maile hochyauni,0,0,0,0,0
ghuchadnii,0,0,0,0,0
gare tespaxii uslaii,0,0,0,0,0
naii k vayoo najik aauna xodyo,0,0,0,0,0
paxi Maile thaa paaye,0,0,0,0,0
ki usle sabaii,0,0,0,0,0
laii yestoo garxaa,0,0,0,0,0
vannii kuraa,0,0,0,0,0
Maile malaii,0,0,0,0,0
nii yestoo gare ko thiyoo,0,0,0,0,0
ta vanina taraa,0,0,0,0,0
awaaz uthauna parxa,0,0,0,0,0
Vaneyraa,0,0,0,0,0
usko bijjet garera school bataa nikalem,0,0,0,0,0
taraa aajhaii,0,0,0,0,0
nii malaii,0,0,0,0,0
yo kura,0,0,0,0,0
distract garii,0,0,0,0,0
ra hunxa Maile,0,0,0,0,0
Mero Mummy laii,0,0,0,0,0
nii indirectly,0,0,0,0,0
kuraa haru vane,0,0,0,0,0
anii yestoo manxe,0,0,0,0,0
ko touch maa,0,0,0,0,0
basnii hainaa haii mummy,0,0,0,0,0
